mchDate,mchTime,mchType,oppName,locName,locState,trnName,-=winLoss,-runTerps',-runOpponents'
2016-02-27,20:15:00,Away,Florida Atlantic,Boca Raton,FL,,W,8,7
2016-02-28,11:15:00,Neutral,Stony Brook,Boca Raton,FL,,L,4,10
2016-03-04,15:30:00,Neutral,Georgetown,Nats' Youth Academy (Washington DC),DC,,L,4,5
2016-03-05,11:00:00,Neutral,Monmouth,GW Softball Field (Washington DC),DC,,L,2,11
2016-03-05,13:30:00,Neutral,George Washington,GW Softball Field (Washington DC),DC,,L,7,9
2016-03-06,11:00:00,Neutral,Columbia,Nats' Youth Academy (Washington DC),DC,,W,5,4
2016-03-11,12:00:00,Neutral,Saint Louis,Norman,OK,,L,2,11
2016-03-11,14:15:00,Neutral,Brigham Young,Norman,OK,,L,4,7
2016-03-12,14:15:00,Neutral,Saint Louis,Norman,OK,,W,8,0
2016-03-12,18:45:00,Away,Oklahoma,Norman,OK,,L,2,11
2016-03-13,13:00:00,Away,Oklahoma,Norman,OK,,L,0,11
2016-03-18,16:30:00,Home,Massachusetts,Maryland Softball Stadium,,,L,4,5
2016-03-18,18:45:00,Home,North Dakota St,Maryland Softball Stadium,,,L,1,10
2016-03-20,16:00:00,Home,Binghamton,Maryland Softball Stadium,,,L,3,9
2016-03-25,18:00:00,Away,Ohio St,Columbus,OH,,L,2,12
2016-03-26,14:00:00,Away,Ohio St,Columbus,OH,,L,3,4
2016-03-27,13:00:00,Away,Ohio St,Columbus,OH,,L,4,13
2016-04-01,18:00:00,Home,Nebraska,Maryland Softball Stadium,,,W,7,4
2016-04-02,14:00:00,Home,Nebraska,Maryland Softball Stadium,,,L,2,14
2016-04-03,13:00:00,Home,Nebraska,Maryland Softball Stadium,,,L,4,26
2016-04-05,16:00:00,Home,Saint Francis (PA),Maryland Softball Stadium,,,W,6,3
2016-04-05,18:15:00,Home,Saint Francis (PA),Maryland Softball Stadium,,,L,3,7
2016-04-08,18:00:00,Home,Michigan St,Maryland Softball Stadium,,,L,3,12
2016-04-10,11:00:00,Home,Michigan St,Maryland Softball Stadium,,,W,10,2
2016-04-10,13:00:00,Home,Michigan St,Maryland Softball Stadium,,,W,9,8
2016-04-15,18:00:00,Away,Penn St,University Park,PA,,L,6,9
2016-04-16,16:00:00,Away,Penn St,University Park,PA,,L,0,4
2016-04-17,13:00:00,Away,Penn St,University Park,PA,,L,3,5
2016-04-20,15:00:00,Home,Rutgers,Maryland Softball Stadium,,,L,0,4
2016-04-20,17:00:00,Home,Rutgers,Maryland Softball Stadium,,,L,3,6
2016-04-22,18:00:00,Away,Michigan,Ann Arbor,MI,,L,1,9
2016-04-23,14:00:00,Away,Michigan,Ann Arbor,MI,,L,0,16
2016-04-24,13:00:00,Away,Michigan,Ann Arbor,MI,,L,0,8
2016-04-29,19:00:00,Away,Minnesota,Minneapolis,MN,,L,0,10
2016-04-30,14:00:00,Away,Minnesota,Minneapolis,MN,,L,1,11
2016-05-01,13:00:00,Away,Minnesota,Minneapolis,MN,,L,0,9
2016-05-07,13:00:00,Home,Indiana,Maryland Softball Stadium,,,L,3,8
2016-05-07,15:00:00,Home,Indiana,Maryland Softball Stadium,,,L,1,12
2016-05-08,13:00:00,Home,Indiana,Maryland Softball Stadium,,,W,10,8
2017-02-10,12:30:00,Neutral,Minnesota,Austin,TX,,L,2,3
2017-02-10,15:00:00,Neutral,Colorado St,Austin,TX,,L,5,14
2017-02-11,12:00:00,Neutral,Colorado St,Austin,TX,,L,3,6
2017-02-11,19:30:00,Away,Texas,Austin,TX,,L,2,10
2017-02-12,11:00:00,Neutral,Minnesota,Austin,TX,,L,2,10
2017-02-17,9:00:00,Neutral,FIU,Gainesville,FL,,L,1,6
2017-02-17,11:15:00,Neutral,Northwestern St,Gainesville,FL,,L,2,13
2017-02-18,9:00:00,Neutral,Florida A&M,Gainesville,FL,,L,1,5
2017-02-18,11:15:00,Away,Florida,Gainesville,FL,,W,4,2
2017-02-24,12:15:00,Neutral,Drake,Lafayette,LA,,L,0,3
2017-02-24,14:30:00,Neutral,Bowling Green,Lafayette,LA,,W,3,0
2017-02-25,13:45:00,Neutral,Bradley,Lafayette,LA,,L,2,4
2017-02-25,16:00:00,Away,Louisiana-Lafayette,Lafayette,LA,,L,0,3
2017-02-26,10:00:00,Neutral,Dartmouth,Lafayette,LA,,T,5,5
2017-03-03,11:00:00,Neutral,Butler,Columbia,MO,,L,2,3
2017-03-03,16:00:00,Neutral,Oregon,Columbia,MO,,L,0,14
2017-03-04,13:30:00,Neutral,Stephen F Austin,Columbia,MO,,L,4,5
2017-03-04,16:00:00,Away,Missouri,Columbia,MO,,L,0,2
2017-03-05,13:30:00,Away,Missouri,Columbia,MO,,W,9,8
2017-03-10,12:00:00,Neutral,UT Martin,Riverside,CA,,L,2,8
2017-03-10,14:30:00,Neutral,Iona,Riverside,CA,,L,4,8
2017-03-11,17:00:00,Away,UC Riverside,Riverside,CA,,W,6,3
2017-03-12,12:00:00,Neutral,Weber St,Riverside,CA,,L,2,6
2017-03-18,12:30:00,Home,Binghamton,College Park,MD,,W,5,4
2017-03-18,17:30:00,Home,Buffalo,College Park,MD,,W,6,3
2017-03-19,14:00:00,Home,Binghamton,College Park,MD,,L,7,9
2017-03-19,16:30:00,Home,James Madison,College Park,MD,,L,0,8
2017-03-20,15:00:00,Home,St. John's,College Park,MD,,W,3,0
2017-03-24,18:00:00,Home,Ohio St,College Park,MD,,L,2,6
2017-03-25,13:00:00,Home,Ohio St,College Park,MD,,L,6,10
2017-03-26,13:00:00,Home,Ohio St,College Park,MD,,L,0,22
2017-03-31,16:00:00,Away,Michigan St,East Lansing,MI,,L,3,11
2017-04-01,13:00:00,Away,Michigan St,East Lansing,MI,,L,0,2
2017-04-02,13:00:00,Away,Michigan St,East Lansing,MI,,L,2,6
2017-04-08,13:00:00,Away,Northwestern,Evanston,IL,,L,4,11
2017-04-08,15:00:00,Away,Northwestern,Evanston,IL,,L,5,6
2017-04-09,13:00:00,Away,Northwestern,Evanston,IL,,W,5,4
2017-04-14,18:00:00,Home,Michigan,College Park,MD,,L,1,5
2017-04-15,13:00:00,Home,Michigan,College Park,MD,,W,2,1
2017-04-16,13:00:00,Home,Michigan,College Park,MD,,L,3,4
2017-04-21,13:00:00,Away,Indiana,Bloomington,IN,,L,1,2
2017-04-21,15:00:00,Away,Indiana,Bloomington,IN,,L,0,5
2017-04-23,13:00:00,Away,Indiana,Bloomington,IN,,L,1,2
2017-04-28,18:00:00,Home,Penn St,College Park,MD,,L,3,10
2017-04-29,13:00:00,Home,Penn St,College Park,MD,,W,2,1
2017-04-30,13:00:00,Home,Penn St,College Park,MD,,L,5,7
2017-05-03,13:00:00,Away,Rutgers,New Brunswick,NJ,,W,4,3
2017-05-03,16:30:00,Away,Rutgers,New Brunswick,NJ,,L,3,4
2017-05-05,18:00:00,Home,Wisconsin,College Park,MD,,L,3,8
2017-05-06,15:30:00,Home,Wisconsin,College Park,MD,,L,3,5
2017-05-07,13:00:00,Home,Wisconsin,College Park,MD,,L,0,5
2018-02-09,13:30:00,Neutral,Cal Poly,Los Angeles,CA,,L,3,4
2018-02-09,18:30:00,Away,UCLA,Los Angeles,CA,,L,1,5
2018-02-10,17:30:00,Neutral,UC Riverside,Los Angeles,CA,,L,0,5
2018-02-10,20:00:00,Neutral,Cal Poly,Los Angeles,CA,,L,3,4
2018-02-11,12:00:00,Neutral,Middle Tennessee,Los Angeles,CA,,W,2,1
2018-02-17,10:00:00,Neutral,Delaware,Auburn,AL,,W,4,1
2018-02-17,15:00:00,Neutral,Auburn,Auburn,AL,,L,1,12
2018-02-18,9:00:00,Neutral,Saint Francis (PA),Auburn,AL,,L,0,1
2018-02-18,11:30:00,Away,Auburn,Auburn,AL,,L,0,8
2018-02-23,11:30:00,Neutral,Iowa St,Gainesville,FL,,W,9,5
2018-02-23,16:30:00,Away,Florida,Gainesville,FL,,L,2,7
2018-02-24,9:00:00,Neutral,Georgia Southern,Gainesville,FL,,L,1,4
2018-02-24,14:00:00,Away,Florida,Gainesville,FL,,L,0,12
2018-02-25,8:00:00,Neutral,Illinois St,Gainesville,FL,,L,7,8
2018-03-02,10:00:00,Neutral,IUPUI,Louisville,KY,,W,2,0
2018-03-02,15:00:00,Away,Louisville,Louisville,KY,,L,1,4
2018-03-03,17:30:00,Neutral,Eastern Illinois,Louisville,KY,,W,3,2
2018-03-03,19:30:00,Neutral,IUPUI,Louisville,KY,,W,5,1
2018-03-04,10:00:00,Neutral,Miami OH,Louisville,KY,,L,1,2
2018-03-08,16:30:00,Home,Utah,College Park,MD,,L,1,7
2018-03-09,15:00:00,Home,Miami OH,College Park,MD,,L,0,2
2018-03-09,17:30:00,Home,Jacksonville,College Park,MD,,L,0,2
2018-03-10,12:30:00,Home,Utah,College Park,MD,,L,2,6
2018-03-10,15:00:00,Home,Yale,College Park,MD,,W,4,2
2018-03-16,18:00:00,Neutral,Tennessee,Honolulu,HI,,L,1,7
2018-03-16,20:30:00,Neutral,Cleveland St,Honolulu,HI,,W,5,4
2018-03-17,18:00:00,Neutral,North Dakota,Honolulu,HI,,W,2,1
2018-03-17,20:00:00,Neutral,Tennessee,Honolulu,HI,,L,0,10
2018-03-18,16:00:00,Away,Hawai'i,Honolulu,HI,,W,7,6
2018-03-24,13:00:00,Away,Penn St,State College,PA,,L,3,8
2018-03-24,15:30:00,Away,Penn St,State College,PA,,W,8,0
2018-03-25,13:00:00,Away,Penn St,State College,PA,,W,4,3
2018-03-30,18:00:00,Home,Iowa,College Park,MD,,W,2,1
2018-03-31,13:00:00,Home,Iowa,College Park,MD,,W,5,2
2018-04-01,12:00:00,Home,Iowa,College Park,MD,,W,1,0
2018-04-06,14:00:00,Away,Illinois,Champaign,IL,,L,0,11
2018-04-07,14:00:00,Away,Illinois,Champaign,IL,,L,1,7
2018-04-08,13:00:00,Away,Illinois,Champaign,IL,,L,2,20
2018-04-11,15:00:00,Home,Saint Francis (PA),College Park,MD,,L,0,3
2018-04-11,17:30:00,Home,Saint Francis (PA),College Park,MD,,W,7,4
2018-04-13,18:00:00,Home,Indiana,College Park,MD,,L,1,10
2018-04-14,13:00:00,Home,Indiana,College Park,MD,,L,3,9
2018-04-14,15:30:00,Home,Indiana,College Park,MD,,L,1,9
2018-04-17,17:00:00,Home,Rutgers,College Park,MD,,W,5,3
2018-04-17,19:30:00,Home,Rutgers,College Park,MD,,W,8,7
2018-04-20,18:00:00,Away,Michigan,Ann Arbor,MI,,L,0,6
2018-04-21,14:00:00,Away,Michigan,Ann Arbor,MI,,L,1,12
2018-04-22,12:30:00,Away,Michigan,Ann Arbor,MI,,L,0,8
2018-04-27,18:00:00,Away,Ohio St,Columbus,OH,,L,5,13
2018-04-28,14:00:00,Away,Ohio St,Columbus,OH,,L,5,9
2018-04-29,12:00:00,Away,Ohio St,Columbus,OH,,L,2,5
2018-05-04,15:00:00,Home,Michigan St,College Park,MD,,L,4,7
2018-05-04,18:00:00,Home,Michigan St,College Park,MD,,L,5,6
2018-05-05,13:00:00,Home,Michigan St,College Park,MD,,L,12,15
2018-05-10,14:30:00,Neutral,Illinois,Madison,WI,,L,3,5
2019-02-08,11:00:00,Neutral,Murray St,Troy,AL,,W,6,3
2019-02-08,16:00:00,Away,Troy,Troy,AL,,L,3,4
2019-02-09,11:00:00,Neutral,Alabama,Troy,AL,,L,0,10
2019-02-09,16:00:00,Away,Troy,Troy,AL,,L,1,10
2019-02-10,11:00:00,Neutral,Murray St,Troy,AL,,W,3,2
2019-02-15,14:00:00,Neutral,Nicholls St,Houston,TX,,W,2,1
2019-02-15,16:30:00,Away,Houston,Houston,TX,,W,4,2
2019-02-16,10:00:00,Neutral,UL-Monroe,Houston,TX,,W,8,0
2019-02-16,17:30:00,Away,Houston,Houston,TX,,L,4,12
2019-02-17,10:00:00,Neutral,Nevada,Houston,TX,,W,6,3
2019-02-22,12:00:00,Neutral,Portland St,Riverside,CA,,L,8,13
2019-02-22,17:00:00,Away,UC Riverside,Riverside,CA,,W,8,3
2019-02-23,12:00:00,Neutral,UNLV,Riverside,CA,,W,5,0
2019-02-23,17:00:00,Away,UC Riverside,Riverside,CA,,L,2,7
2019-02-24,12:00:00,Neutral,Portland St,Riverside,CA,,W,12,9
2019-03-01,10:30:00,Neutral,George Washington,Chapel Hill,NC,,L,2,5
2019-03-02,18:00:00,Away,North Carolina,Chapel Hill,NC,,L,5,11
2019-03-03,13:00:00,Neutral,UNC Greensboro,Chapel Hill,NC,,W,17,9
2019-03-08,16:00:00,Neutral,Fairfield,DeLand,FL,,L,5,6
2019-03-08,18:30:00,Away,Stetson,DeLand,FL,,L,5,6
2019-03-09,12:30:00,Neutral,UT-Martin,DeLand,FL,,W,5,4
2019-03-09,15:00:00,Neutral,Bethune-Cookman,DeLand,FL,,W,3,2
2019-03-10,10:00:00,Neutral,UT-Martin,DeLand,FL,,L,2,3
2019-03-14,15:00:00,Home,UMBC,College Park,MD,,W,9,2
2019-03-14,17:30:00,Home,Rhode Island,College Park,MD,,W,6,4
2019-03-15,15:00:00,Home,Bryant,College Park,MD,,W,9,2
2019-03-16,15:00:00,Home,Villanova,College Park,MD,,W,6,5
2019-03-19,16:00:00,Home,Virginia,College Park,MD,,L,1,7
2019-03-22,18:00:00,Home,Minnesota,College Park,MD,,L,5,6
2019-03-23,14:00:00,Home,Minnesota,College Park,MD,,L,5,19
2019-03-24,13:00:00,Home,Minnesota,College Park,MD,,L,3,5
2019-03-29,18:00:00,Home,Ohio St,College Park,MD,,W,3,2
2019-03-30,14:00:00,Home,Ohio St,College Park,MD,,L,1,10
2019-03-31,13:00:00,Home,Ohio St,College Park,MD,,L,3,15
2019-04-05,18:00:00,Away,Michigan St,East Lansing,MI,,W,11,9
2019-04-06,13:00:00,Away,Michigan St,East Lansing,MI,,L,7,8
2019-04-07,13:00:00,Away,Michigan St,East Lansing,MI,,L,3,11
2019-04-12,18:00:00,Away,Indiana,Bloomington,IN,,L,0,8
2019-04-13,14:00:00,Away,Indiana,Bloomington,IN,,W,4,3
2019-04-13,16:00:00,Away,Indiana,Bloomington,IN,,L,1,10
2019-04-20,13:00:00,Home,Penn St,College Park,MD,,L,1,12
2019-04-20,15:00:00,Home,Penn St,College Park,MD,,L,3,9
2019-04-21,13:00:00,Home,Penn St,College Park,MD,,W,5,4
2019-04-23,13:00:00,Away,Rutgers,Piscataway,NJ,,L,1,4
2019-04-23,15:00:00,Away,Rutgers,Piscataway,NJ,,L,6,7
2019-04-26,18:30:00,Away,Nebraska,Lincoln,NE,,L,2,11
2019-04-27,14:00:00,Away,Nebraska,Lincoln,NE,,L,0,14
2019-04-28,12:00:00,Away,Nebraska,Lincoln,NE,,L,1,9
2019-05-03,18:00:00,Home,Michigan,College Park,MD,,L,1,6
2019-05-04,13:00:00,Home,Michigan,College Park,MD,,L,0,8
2019-05-05,14:00:00,Home,Michigan,College Park,MD,,L,3,12
2020-02-06,14:00:00,Neutral,Wichita St,Austin,TX,,L,0,8
2020-02-06,19:00:00,Away,Texas,Austin,TX,,L,0,17
2020-02-07,17:30:00,Neutral,Colorado St,Austin,TX,,L,1,5
2020-02-08,12:30:00,Neutral,Lamar,Austin,TX,,L,6,7
2020-02-08,20:00:00,Neutral,Texas A&M-Corpus Christi,Austin,TX,,W,3,1
2020-02-14,14:30:00,Away,Clemson,Clemson,SC,,L,1,5
2020-02-15,10:00:00,Neutral,Pittsburgh,Clemson,SC,,L,5,8
2020-02-15,12:30:00,Away,Clemson,Clemson,SC,,L,2,21
2020-02-16,10:00:00,Neutral,Pittsburgh,Clemson,SC,,W,10,9
2020-02-21,14:00:00,Neutral,Furman,Statesboro,GA,,W,9,2
2020-02-22,12:30:00,Neutral,Monmouth,Statesboro,GA,,L,1,2
2020-02-22,15:00:00,Neutral,Evansville,Statesboro,GA,,W,1,0
2020-02-23,12:00:00,Away,Georgia Southern,Statesboro,GA,,W,4,2
2020-02-28,10:00:00,Neutral,Southern Utah,Tempe,AZ,,W,3,2
2020-02-28,16:30:00,Away,Arizona St,Tempe,AZ,,L,0,8
2029-02-01,9:00:00,Neutral,Southern Utah,Tempe,AZ,,W,3,2
2029-02-01,11:30:00,Neutral,Wisconsin,Tempe,AZ,,W,5,4
2020-03-01,12:00:00,Away,Arizona St,Tempe,AZ,,L,2,16
2020-03-06,10:30:00,Neutral,Ball St,Miami,FL,,W,3,0
2020-03-06,13:00:00,Neutral,Tulsa,Miami,FL,,L,0,4
2020-03-07,12:30:00,Neutral,Tulsa,Miami,FL,,W,5,0
2020-03-07,19:30:00,Away,Florida International,Miami,FL,,W,5,3
2020-03-08,12:00:00,Neutral,Samford,Miami,FL,,W,11,3
2021-02-26,16:15:00,Neutral,Minnesota,Leesburg,FL,,L,1,2
2021-02-26,19:15:00,Neutral,Minnesota,Leesburg,FL,,W,2,1
2021-02-27,10:20:00,Neutral,Illinois,Leesburg,FL,,L,5,7
2021-02-27,12:50:00,Neutral,Illinois,Leesburg,FL,,W,3,2
2021-02-28,9:20:00,Neutral,Wisconsin,Leesburg,FL,,L,0,1
2021-02-28,11:50:00,Neutral,Wisconsin,Leesburg,FL,,W,2,1
2021-03-11,10:20:00,Neutral,Purdue,Leesburg,FL,,W,4,1
2021-03-11,12:50:00,Neutral,Purdue,Leesburg,FL,,L,1,2
2021-03-12,11:20:00,Neutral,Purdue,Leesburg,FL,,W,8,1
2021-03-13,10:00:00,Neutral,Iowa,Leesburg,FL,,L,0,1
2021-03-13,12:30:00,Neutral,Iowa,Leesburg,FL,,W,3,2
2021-03-14,9:00:00,Neutral,Iowa,Leesburg,FL,,L,3,4
2021-03-26,15:00:00,Away,Ohio St,Columbus,OH,,L,0,5
2021-03-27,13:00:00,Away,Ohio St,Columbus,OH,,W,8,2
2021-03-27,15:30:00,Away,Ohio St,Columbus,OH,,L,3,13
2021-03-28,13:00:00,Away,Ohio St,Columbus,OH,,L,1,9
2021-04-02,17:00:00,Home,Northwestern,College Park,MD,,L,0,9
2021-04-03,14:00:00,Home,Northwestern,College Park,MD,,W,4,3
2021-04-03,16:30:00,Home,Northwestern,College Park,MD,,L,3,10
2021-04-04,13:00:00,Home,Northwestern,College Park,MD,,L,4,9
2021-04-09,15:00:00,Home,Michigan St,College Park,MD,,L,0,2
2021-04-09,17:00:00,Home,Michigan St,College Park,MD,,W,9,1
2021-04-10,14:00:00,Home,Michigan St,College Park,MD,,W,6,1
2021-04-10,16:30:00,Home,Michigan St,College Park,MD,,W,5,4
2021-04-16,19:30:00,Away,Michigan,Ann Arbor,MI,,L,2,4
2021-04-17,14:00:00,Away,Michigan,Ann Arbor,MI,,L,0,2
2021-04-17,16:00:00,Away,Michigan,Ann Arbor,MI,,L,1,5
2021-04-18,13:00:00,Away,Michigan,Ann Arbor,MI,,L,0,8
2021-04-23,16:00:00,Home,Penn St,College Park,MD,,W,1,0
2021-04-23,18:30:00,Home,Penn St,College Park,MD,,W,11,1
2021-04-24,13:00:00,Home,Penn St,College Park,MD,,L,0,1
2021-04-25,13:00:00,Home,Penn St,College Park,MD,,W,5,4
2021-04-30,16:00:00,Away,Nebraska,Lincoln,NE,,L,1,2
2021-04-30,18:30:00,Away,Nebraska,Lincoln,NE,,L,3,4
2021-05-01,16:00:00,Away,Nebraska,Lincoln,NE,,L,4,8
2021-05-02,12:00:00,Away,Nebraska,Lincoln,NE,,L,0,8
2021-05-07,13:00:00,Away,Rutgers,Piscataway,NJ,,L,1,3
2021-05-07,15:00:00,Away,Rutgers,Piscataway,NJ,,W,5,0
2021-05-08,11:00:00,Away,Rutgers,Piscataway,NJ,,W,6,2
2021-05-09,12:00:00,Away,Rutgers,Piscataway,NJ,,W,4,1
2021-05-14,17:00:00,Home,Indiana,College Park,MD,,L,0,2
2021-05-15,14:00:00,Home,Indiana,College Park,MD,,W,3,1
2021-05-15,16:30:00,Home,Indiana,College Park,MD,,W,5,0
2021-05-16,12:00:00,Home,Indiana,College Park,MD,,L,2,3
2022-02-11,12:30:00,Neutral,Tennessee,Miami,FL,,L,1,2
2022-02-11,5:30:00,Away,Florida International University,Miami,FL,,W,10,2
2022-02-12,10:00:00,Neutral,UNC Greensboro,Miami,FL,,L,5,6
2022-02-12,16:30:00,Neutral,UNC Greensboro,Miami,FL,,W,5,3
2022-02-18,13:30:00,Neutral,Liberty,Orlando,FL,,L,0,9
2022-02-18,16:00:00,Neutral,Stetson,Orlando,FL,,L,3,8
2022-02-19,11:00:00,Neutral,FAU,Orlando,FL,,L,0,1
2022-02-19,13:30:00,Neutral,Bethune-Cookman,Orlando,FL,,W,11,3
2022-02-20,11:30:00,Neutral,Missouri,Orlando,FL,,W,1,0
2022-02-25,9:00:00,Neutral,Central Michigan,Myrtle Beach,SC,,L,4,5
2022-02-25,14:00:00,Neutral,Monmouth,Myrtle Beach,SC,,W,14,4
2022-02-26,11:30:00,Neutral,North Carolina A&T,Myrtle Beach,SC,,W,7,3
2022-02-26,14:00:00,Away,Coastal Carolina,Myrtle Beach,SC,,W,5,2
2022-02-27,9:00:00,Neutral,Dartmouth,Myrtle Beach,SC,,W,5,2
2022-03-04,11:00:00,Neutral,Villanova,Charlotte,NC,,W,2,1
2022-03-04,16:00:00,Away,Charlotte,Charlotte,NC,,L,2,5
2022-03-05,11:00:00,Neutral,Boston College,Charlotte,NC,,L,2,3
2022-03-05,13:30:00,Neutral,Villanova,Charlotte,NC,,L,7,8
2022-03-08,17:30:00,Away,Virginia,Charlottesville,VA,,L,2,10
2022-03-11,12:30:00,Neutral,Arkansas,Harrisonburg,VA,,L,0,6
2022-03-11,17:30:00,Neutral,James Madison,Harrisonburg,VA,,W,12,5
2022-03-16,18:00:00,Home,UMBC,College Park,MD ,,L,2,6
2022-03-18,16:15:00,Home,North Dakota St,College Park,MD ,,L,2,3
2022-03-18,18:30:00,Home,Monmouth,College Park,MD ,,W,11,4
2022-03-19,14:15:00,Home,Army,College Park,MD ,,L,7,8
2022-03-19,16:30:00,Home,Binghamton,College Park,MD ,,W,8,0
2022-03-20,10:00:00,Home,North Dakota St University,College Park,MD,,W,5,3
2022-03-24,17:30:00,Away,Penn St,State College,PA,,L,1,2
2022-03-25,18:00:00,Away,Penn St,State College,PA,,W,8,3
2022-03-26,12:00:00,Away,Penn St,State College,PA,,W,6,4
2022-04-01,18:00:00,Home,Iowa,College Park,MD,,W,8,5
2022-04-02,14:00:00,Home,Iowa,College Park,MD,,W,10,2
2022-04-03,12:00:00,Home,Iowa,College Park,MD,,W,6,2
2022-04-06,18:00:00,Home,Coppin St,College Park,MD,,W,8,0
2022-04-09,13:00:00,Away,Purdue,West Lafayette,IN,,L,2,5
2022-04-09,15:30:00,Away,Purdue,West Lafayette,IN,,W,9,0
2022-04-10,12:00:00,Away,Purdue,West Lafayette,IN,,W,2,1
2022-04-14,18:00:00,Home,Michigan,College Park,MD,,W,5,1
2022-04-15,18:00:00,Home,Michigan,College Park,MD,,L,3,5
2022-04-16,12:00:00,Home,Michigan,College Park,MD,,L,2,9
2022-04-19,16:00:00,Home,Rutgers,College Park,MD,,W,10,7
2022-04-19,18:30:00,Home,Rutgers,College Park,MD,,W,6,1
2022-04-22,15:00:00,Away,Minnesota,Minneapolis,MN,,L,1,13
2022-04-23,14:00:00,Away,Minnesota,Minneapolis,MN,,W,6,1
2022-04-24,13:00:00,Away,Minnesota,Minneapolis,MN,,W,4,3
2022-04-29,18:00:00,Away,Michigan St,East Lansing,MI,,W,7,2
2022-04-30,13:00:00,Away,Michigan St,East Lansing,MI,,W,8,0
2022-05-01,13:00:00,Away,Michigan St,East Lansing,MI,,L,1,2
2022-05-08,11:30:00,Home,Ohio St,College Park,MD,,L,0,6
2022-05-08,15:00:00,Home,Ohio St,College Park,MD,,L,5,8
2022-05-11,19:00:00,Neutral,Michigan St,East Lansing,MI,,W,7,1
2022-05-12,12:35:00,Neutral,Michigan,East Lansing,MI,,L,0,7
